time,speed,steeting,whlSpd1,whlSpd2,whlSpd3,whlSpd4,ts
10.512,42.9146,-0.0388618,42.7697,43.0567,42.776,43.0587,2020-10-25 00:28:56.079725 +1000 +10 m=+10.940459283
10.532,42.8957,-0.0378461,42.7457,43.043,42.7522,43.0447,2020-10-25 00:28:56.099725 +1000 +10 m=+10.960459283
10.552,42.8769,-0.0366606,42.724,43.0271,42.7309,43.0285,2020-10-25 00:28:56.119725 +1000 +10 m=+10.980459283
10.572,42.8582,-0.0354832,42.7047,43.0089,42.7118,43.01,2020-10-25 00:28:56.139725 +1000 +10 m=+11.000459283
10.592,42.8395,-0.0344352,42.6874,42.9889,42.6946,42.9897,2020-10-25 00:28:56.159725 +1000 +10 m=+11.020459283
10.612,42.9412,-0.0338081,42.7537,43.0692,44.5336,44.4736,2020-10-25 00:28:56.179725 +1000 +10 m=+11.040459283
10.632,43.0744,-0.0333408,42.8869,43.1999,44.5453,44.5338,2020-10-25 00:28:56.199725 +1000 +10 m=+11.060459283
10.652,43.2065,-0.0332516,43.0216,43.3259,44.6038,44.6035,2020-10-25 00:28:56.219725 +1000 +10 m=+11.080459283
10.672,43.3375,-0.033774,43.1584,43.448,44.6921,44.681,2020-10-25 00:28:56.239725 +1000 +10 m=+11.100459283
10.692,43.4682,-0.0350402,43.2961,43.5683,44.7357,44.7697,2020-10-25 00:28:56.259725 +1000 +10 m=+11.120459283
10.712,43.5973,-0.0370385,43.4326,43.6882,44.8586,44.8652,2020-10-25 00:28:56.279725 +1000 +10 m=+11.140459283
10.732,43.7255,-0.0396564,43.5663,43.8092,44.9861,44.9724,2020-10-25 00:28:56.299725 +1000 +10 m=+11.160459283
10.752,43.8526,-0.0426825,43.6962,43.9327,45.1174,45.0914,2020-10-25 00:28:56.319725 +1000 +10 m=+11.180459283
10.772,43.5836,-0.0456058,32.3225,35.1031,42.1468,42.5298,2020-10-25 00:28:56.339725 +1000 +10 m=+11.200459283
10.792,43.4861,-0.0509113,42.3167,43.6757,45.0906,44.9449,2020-10-25 00:28:56.359725 +1000 +10 m=+11.220459283
10.812,43.1921,-0.0546669,33.9903,35.8963,41.4694,41.9195,2020-10-25 00:28:56.379725 +1000 +10 m=+11.240459283
10.832,42.9214,-0.0588157,42.4058,42.6291,42.4518,42.6805,2020-10-25 00:28:56.399725 +1000 +10 m=+11.260459283
10.852,42.573,-0.060708,35.1092,36.6851,40.1929,41.1085,2020-10-25 00:28:56.419725 +1000 +10 m=+11.280459283
10.872,42.2617,-0.0619862,41.2476,41.5639,41.3495,41.8317,2020-10-25 00:28:56.439725 +1000 +10 m=+11.300459283
10.892,41.8957,-0.0607396,35.0939,36.8875,38.8226,40.3102,2020-10-25 00:28:56.459725 +1000 +10 m=+11.320459283
10.912,41.5752,-0.0585968,40.3667,40.8134,40.3255,41.0449,2020-10-25 00:28:56.479725 +1000 +10 m=+11.340459283
10.932,41.2084,-0.0540287,34.4172,36.561,37.6976,39.4669,2020-10-25 00:28:56.499725 +1000 +10 m=+11.360459283
10.952,40.8961,-0.0487825,39.7125,40.2372,39.4969,40.3808,2020-10-25 00:28:56.519725 +1000 +10 m=+11.380459283
10.972,40.5357,-0.0417165,33.4175,35.8931,36.9762,38.7779,2020-10-25 00:28:56.539725 +1000 +10 m=+11.400459283
10.992,40.2322,-0.0347839,39.1042,39.6703,38.9559,39.7927,2020-10-25 00:28:56.559725 +1000 +10 m=+11.420459283
11.012,39.8803,-0.0269357,32.3602,35.0983,36.4765,38.2131,2020-10-25 00:28:56.579725 +1000 +10 m=+11.440459283
11.032,39.5843,-0.0200681,38.4595,39.072,38.4837,39.2125,2020-10-25 00:28:56.599725 +1000 +10 m=+11.460459283
11.052,39.2393,-0.0131055,31.4184,34.3272,36.0252,37.6701,2020-10-25 00:28:56.619725 +1000 +10 m=+11.480459283
11.072,38.9489,-0.00773698,37.7708,38.4439,37.9835,38.6086,2020-10-25 00:28:56.639725 +1000 +10 m=+11.500459283
11.092,38.6079,-0.002762,30.6707,33.6304,35.5496,37.1284,2020-10-25 00:28:56.659725 +1000 +10 m=+11.520459283
11.112,38.3283,0.000292397,37.0731,37.785,37.7262,38.1722,2020-10-25 00:28:56.679725 +1000 +10 m=+11.540459283
11.132,38.0033,0.00267874,30.086,32.9824,35.7158,36.8194,2020-10-25 00:28:56.699725 +1000 +10 m=+11.560459283
11.152,37.716,0.00289893,35.6664,36.9616,37.0742,37.4279,2020-10-25 00:28:56.719725 +1000 +10 m=+11.580459283
11.172,37.3813,0.00248033,29.5408,32.3615,35.2655,36.194,2020-10-25 00:28:56.739725 +1000 +10 m=+11.600459283
11.192,37.0914,0.000333378,35.1344,36.2766,36.4968,36.7587,2020-10-25 00:28:56.759725 +1000 +10 m=+11.620459283
11.212,36.755,-0.00193782,29.3529,31.7198,34.7827,35.5611,2020-10-25 00:28:56.779725 +1000 +10 m=+11.640459283
11.232,36.4558,-0.00539455,34.5315,35.5439,35.8502,36.0595,2020-10-25 00:28:56.799725 +1000 +10 m=+11.660459283
11.252,36.1175,-0.0085527,28.9927,31.0448,34.2642,34.9065,2020-10-25 00:28:56.819725 +1000 +10 m=+11.680459283
11.272,35.9649,-0.0121187,35.8514,36.0147,35.9244,35.9933,2020-10-25 00:28:56.839725 +1000 +10 m=+11.700459283
11.292,35.665,-0.0147552,28.4326,30.1515,34.0789,34.5319,2020-10-25 00:28:56.859725 +1000 +10 m=+11.720459283
11.312,35.3477,-0.0179803,33.5403,34.4717,34.5198,34.7315,2020-10-25 00:28:56.879725 +1000 +10 m=+11.740459283
11.332,34.992,-0.0203748,28.3968,29.7284,32.7352,33.4534,2020-10-25 00:28:56.899725 +1000 +10 m=+11.760459283
11.352,34.9493,-0.0227042,34.743,34.9606,37.896,37.6097,2020-10-25 00:28:56.919725 +1000 +10 m=+11.780459283
11.372,34.6967,-0.0233967,27.5916,28.6475,32.8353,33.3235,2020-10-25 00:28:56.939725 +1000 +10 m=+11.800459283
11.392,34.392,-0.024376,33.4262,33.7632,33.7403,33.9133,2020-10-25 00:28:56.959725 +1000 +10 m=+11.820459283
11.412,34.049,-0.0246693,27.629,28.4705,32.111,32.6429,2020-10-25 00:28:56.979725 +1000 +10 m=+11.840459283
11.432,33.726,-0.0251166,32.5969,32.928,32.9204,33.147,2020-10-25 00:28:56.999725 +1000 +10 m=+11.860459283
11.452,33.3736,-0.0248141,27.4943,28.2895,31.2019,31.8795,2020-10-25 00:28:57.019725 +1000 +10 m=+11.880459283
11.472,33.0398,-0.0244781,31.7841,32.1319,32.0735,32.3612,2020-10-25 00:28:57.039725 +1000 +10 m=+11.900459283
11.492,33.1151,-0.0233358,33.0409,33.2038,36.2097,36.2097,2020-10-25 00:28:57.059725 +1000 +10 m=+11.920459283
11.512,32.8749,-0.0210406,25.62,26.9382,31.12,31.5944,2020-10-25 00:28:57.079725 +1000 +10 m=+11.940459283
11.532,32.5738,-0.0195301,31.3814,32.0057,31.9423,32.1276,2020-10-25 00:28:57.099725 +1000 +10 m=+11.960459283
11.552,32.2333,-0.0179507,25.7042,26.9229,30.4478,30.8766,2020-10-25 00:28:57.119725 +1000 +10 m=+11.980459283
11.572,31.9107,-0.0169974,30.5001,31.1257,31.0903,31.3227,2020-10-25 00:28:57.139725 +1000 +10 m=+12.000459283
11.592,31.5593,-0.0157888,25.7249,26.7759,29.445,30.047,2020-10-25 00:28:57.159725 +1000 +10 m=+12.020459283
11.612,31.2236,-0.0148687,29.9421,30.3208,30.2626,30.506,2020-10-25 00:28:57.179725 +1000 +10 m=+12.040459283
11.632,30.8667,-0.0135882,25.6061,26.4593,28.5756,29.2206,2020-10-25 00:28:57.199725 +1000 +10 m=+12.060459283
11.652,30.8468,-0.0124794,30.7723,31.0566,34.7226,34.7226,2020-10-25 00:28:57.219725 +1000 +10 m=+12.080459283
11.672,30.6204,-0.0105939,24.3477,25.1516,28.8804,29.283,2020-10-25 00:28:57.239725 +1000 +10 m=+12.100459283
11.692,30.298,-0.00942501,29.0292,29.5202,29.5779,29.7438,2020-10-25 00:28:57.259725 +1000 +10 m=+12.120459283
11.712,29.9505,-0.00847139,24.2309,25.0422,28.1951,28.5915,2020-10-25 00:28:57.279725 +1000 +10 m=+12.140459283
11.732,29.611,-0.00808857,28.0612,28.6053,28.7548,28.9299,2020-10-25 00:28:57.299725 +1000 +10 m=+12.160459283
11.752,29.2531,-0.00771128,24.0545,24.7637,27.3274,27.7865,2020-10-25 00:28:57.319725 +1000 +10 m=+12.180459283
11.772,29.2466,-0.00758151,29.2133,29.4366,33.351,33.351,2020-10-25 00:28:57.339725 +1000 +10 m=+12.200459283
11.792,29.0281,-0.00680807,22.8521,23.4266,27.4985,27.7997,2020-10-25 00:28:57.359725 +1000 +10 m=+12.220459283
11.812,28.7051,-0.00661162,27.3787,27.8383,28.0541,28.1624,2020-10-25 00:28:57.379725 +1000 +10 m=+12.240459283
11.832,28.3581,-0.0057302,22.8862,23.4384,26.7966,27.0789,2020-10-25 00:28:57.399725 +1000 +10 m=+12.260459283
11.852,28.0141,-0.0038506,26.3824,26.8271,27.193,27.3183,2020-10-25 00:28:57.419725 +1000 +10 m=+12.280459283
11.872,27.6543,-0.00071034,22.7797,23.2398,25.8831,26.2177,2020-10-25 00:28:57.439725 +1000 +10 m=+12.300459283
11.892,27.6546,0.00485041,27.743,27.8577,32.1666,32.1666,2020-10-25 00:28:57.459725 +1000 +10 m=+12.320459283
11.912,27.4467,0.011636,21.6254,21.8251,26.0576,26.2227,2020-10-25 00:28:57.479725 +1000 +10 m=+12.340459283
11.932,27.119,0.018609,25.8761,26.0257,26.507,26.5408,2020-10-25 00:28:57.499725 +1000 +10 m=+12.360459283
11.952,26.7705,0.0259196,21.8263,21.849,25.3815,25.4573,2020-10-25 00:28:57.519725 +1000 +10 m=+12.380459283
11.972,26.4321,0.0338033,24.8634,24.7827,25.874,25.8582,2020-10-25 00:28:57.539725 +1000 +10 m=+12.400459283
11.992,26.0838,0.0418154,21.9379,21.4283,24.9626,24.927,2020-10-25 00:28:57.559725 +1000 +10 m=+12.420459283
12.012,25.9709,0.0516645,26.2855,26.097,26.0359,25.9246,2020-10-25 00:28:57.579725 +1000 +10 m=+12.440459283
12.032,25.6777,0.0596178,21.1599,20.1244,24.7524,24.5795,2020-10-25 00:28:57.599725 +1000 +10 m=+12.460459283
12.052,25.3435,0.0678511,23.975,22.5092,24.8392,24.6816,2020-10-25 00:28:57.619725 +1000 +10 m=+12.480459283
12.072,25.2886,0.0780609,25.3287,25.2833,25.4072,25.1809,2020-10-25 00:28:57.639725 +1000 +10 m=+12.500459283
12.092,24.9969,0.0852209,20.5979,18.577,24.2817,23.9247,2020-10-25 00:28:57.659725 +1000 +10 m=+12.520459283
12.112,24.6796,0.0932308,23.6117,21.0102,24.3306,24.0541,2020-10-25 00:28:57.679725 +1000 +10 m=+12.540459283
12.132,24.3364,0.100915,20.5573,17.4453,23.5559,23.1656,2020-10-25 00:28:57.699725 +1000 +10 m=+12.560459283
12.152,24.2126,0.111026,24.6125,23.8207,24.3696,24.0682,2020-10-25 00:28:57.719725 +1000 +10 m=+12.580459283
12.172,23.9004,0.117217,19.9318,17.4516,22.739,22.0728,2020-10-25 00:28:57.739725 +1000 +10 m=+12.600459283
12.192,23.566,0.123851,22.8237,20.8083,23.0496,22.533,2020-10-25 00:28:57.759725 +1000 +10 m=+12.620459283
12.212,23.6526,0.134449,23.7875,23.4419,28.7923,28.7923,2020-10-25 00:28:57.779725 +1000 +10 m=+12.640459283
12.232,23.4623,0.139335,19.1115,15.6775,22.5271,21.7695,2020-10-25 00:28:57.799725 +1000 +10 m=+12.660459283
12.252,23.1624,0.144806,22.6171,19.6529,22.8868,22.3089,2020-10-25 00:28:57.819725 +1000 +10 m=+12.680459283
12.272,22.8133,0.149662,19.2086,14.7386,21.7636,21.0291,2020-10-25 00:28:57.839725 +1000 +10 m=+12.700459283
12.292,22.5061,0.156222,21.976,19.3365,22.1556,21.5473,2020-10-25 00:28:57.859725 +1000 +10 m=+12.720459283
12.312,22.1518,0.160927,19.1278,15.0876,20.8584,19.9998,2020-10-25 00:28:57.879725 +1000 +10 m=+12.740459283
12.332,21.8242,0.166153,21.2306,18.9229,21.2882,20.5799,2020-10-25 00:28:57.899725 +1000 +10 m=+12.760459283
12.352,21.4657,0.169175,18.8642,15.1161,19.8788,18.9,2020-10-25 00:28:57.919725 +1000 +10 m=+12.780459283
12.372,21.4638,0.177406,21.8301,20.9121,28.0397,28.0397,2020-10-25 00:28:57.939725 +1000 +10 m=+12.800459283
12.392,21.2997,0.179177,17.8226,13.9306,20.1122,19.3839,2020-10-25 00:28:57.959725 +1000 +10 m=+12.820459283
12.412,20.9896,0.18035,20.4534,17.0861,20.6489,19.8956,2020-10-25 00:28:57.979725 +1000 +10 m=+12.840459283
12.432,20.6401,0.181219,17.6814,12.2665,19.473,18.5259,2020-10-25 00:28:57.999725 +1000 +10 m=+12.860459283
12.452,20.3406,0.18428,20.0189,16.8601,20.0226,19.2747,2020-10-25 00:28:58.019725 +1000 +10 m=+12.880459283
12.472,19.9937,0.185658,17.357,12.3275,18.7093,17.663,2020-10-25 00:28:58.039725 +1000 +10 m=+12.900459283
12.492,19.9901,0.193855,20.4106,19.5531,26.8773,26.8773,2020-10-25 00:28:58.059725 +1000 +10 m=+12.920459283
12.512,19.8413,0.195567,16.3119,11.7459,18.7463,18.0085,2020-10-25 00:28:58.079725 +1000 +10 m=+12.940459283
12.532,19.5501,0.197037,19.1308,15.1913,19.3308,18.5457,2020-10-25 00:28:58.099725 +1000 +10 m=+12.960459283
12.552,19.2084,0.198254,16.2791,9.96774,18.2038,17.2366,2020-10-25 00:28:58.119725 +1000 +10 m=+12.980459283
12.572,18.9265,0.202344,18.7355,15.0334,18.7216,17.9748,2020-10-25 00:28:58.139725 +1000 +10 m=+13.000459283
12.592,18.5849,0.204387,16.0429,10.3846,17.461,16.3981,2020-10-25 00:28:58.159725 +1000 +10 m=+13.020459283
12.612,18.2794,0.207677,17.9673,14.783,17.9439,17.1348,2020-10-25 00:28:58.179725 +1000 +10 m=+13.040459283
12.632,18.3529,0.216614,18.5654,17.9395,25.963,25.963,2020-10-25 00:28:58.199725 +1000 +10 m=+13.060459283
12.652,18.2178,0.216608,15.0936,10.1772,17.1858,16.5084,2020-10-25 00:28:58.219725 +1000 +10 m=+13.080459283
12.672,17.9234,0.215759,17.5008,12.8964,17.7489,16.8968,2020-10-25 00:28:58.239725 +1000 +10 m=+13.100459283
12.692,17.5798,0.215002,14.8651,8.09094,16.7228,15.7307,2020-10-25 00:28:58.259725 +1000 +10 m=+13.120459283
12.712,17.2983,0.217539,17.1691,13.3274,17.154,16.3777,2020-10-25 00:28:58.279725 +1000 +10 m=+13.140459283
12.732,16.9557,0.217897,14.5865,9.21662,15.9757,14.8892,2020-10-25 00:28:58.299725 +1000 +10 m=+13.160459283
12.752,16.6397,0.219526,16.2449,12.8503,16.2971,15.4485,2020-10-25 00:28:58.319725 +1000 +10 m=+13.180459283
12.772,16.7123,0.228539,16.828,16.3695,24.9682,24.9682,2020-10-25 00:28:58.339725 +1000 +10 m=+13.200459283
12.792,16.5899,0.228346,13.6018,8.99065,15.5903,15.0316,2020-10-25 00:28:58.359725 +1000 +10 m=+13.220459283
12.812,16.2856,0.226216,15.8028,11.1509,16.1318,15.2912,2020-10-25 00:28:58.379725 +1000 +10 m=+13.240459283
12.832,15.9389,0.22445,13.4145,6.85132,15.2288,14.3024,2020-10-25 00:28:58.399725 +1000 +10 m=+13.260459283
12.852,15.6456,0.225938,15.4364,11.319,15.5032,14.7471,2020-10-25 00:28:58.419725 +1000 +10 m=+13.280459283
12.872,15.2973,0.225376,13.1904,7.81796,14.4589,13.4614,2020-10-25 00:28:58.439725 +1000 +10 m=+13.300459283
12.892,14.9697,0.225915,14.5226,10.8498,14.6259,13.8257,2020-10-25 00:28:58.459725 +1000 +10 m=+13.320459283
12.912,15.0399,0.235468,15.0201,14.8515,23.9919,23.9919,2020-10-25 00:28:58.479725 +1000 +10 m=+13.340459283
12.932,14.9309,0.235897,12.1821,7.86327,14.0459,13.4226,2020-10-25 00:28:58.499725 +1000 +10 m=+13.360459283
12.952,14.6122,0.232648,14.0675,9.38841,14.4334,13.6931,2020-10-25 00:28:58.519725 +1000 +10 m=+13.380459283
12.972,14.26,0.229999,11.9235,5.80679,13.6792,12.8538,2020-10-25 00:28:58.539725 +1000 +10 m=+13.400459283
12.992,13.9483,0.230145,13.6087,9.42322,13.782,13.0837,2020-10-25 00:28:58.559725 +1000 +10 m=+13.420459283
13.012,13.5917,0.228436,11.7347,6.76119,12.8838,12.0132,2020-10-25 00:28:58.579725 +1000 +10 m=+13.440459283
13.032,13.6308,0.238866,13.3566,13.0318,22.9163,22.9163,2020-10-25 00:28:58.599725 +1000 +10 m=+13.460459283
13.052,13.5167,0.240714,10.8791,7.41453,12.7431,12.0475,2020-10-25 00:28:58.619725 +1000 +10 m=+13.480459283
13.072,13.1744,0.237266,12.4869,8.04749,12.9045,12.3781,2020-10-25 00:28:58.639725 +1000 +10 m=+13.500459283
13.092,12.821,0.234794,10.8387,5.4955,12.5452,11.8294,2020-10-25 00:28:58.659725 +1000 +10 m=+13.520459283
13.112,12.4594,0.23302,11.805,7.21813,11.8499,11.3758,2020-10-25 00:28:58.679725 +1000 +10 m=+13.540459283
13.132,12.5196,0.243925,12.2869,12.6336,20.306,20.306,2020-10-25 00:28:58.699725 +1000 +10 m=+13.560459283
13.152,12.3922,0.247825,10.0154,6.22912,10.984,10.984,2020-10-25 00:28:58.719725 +1000 +10 m=+13.580459283
13.172,12.4351,0.263975,12.3472,11.8897,17.104,17.104,2020-10-25 00:28:58.739725 +1000 +10 m=+13.600459283
13.192,12.3933,0.275177,12.474,11.6424,12.0906,12.0906,2020-10-25 00:28:58.759725 +1000 +10 m=+13.620459283
13.212,12.24,0.283831,12.1915,11.5984,11.9065,11.9065,2020-10-25 00:28:58.779725 +1000 +10 m=+13.640459283
13.232,12.1409,0.295978,12.0662,11.7105,11.9136,11.9136,2020-10-25 00:28:58.799725 +1000 +10 m=+13.660459283
13.252,12.3017,0.317959,12.6188,11.9043,15.4771,15.4771,2020-10-25 00:28:58.819725 +1000 +10 m=+13.680459283
13.272,12.2846,0.331987,12.7458,10.7574,11.9375,11.9375,2020-10-25 00:28:58.839725 +1000 +10 m=+13.700459283
13.292,12.1586,0.343259,12.7335,11.6306,11.9139,11.9139,2020-10-25 00:28:58.859725 +1000 +10 m=+13.720459283
13.312,12.1035,0.357835,12.9065,11.3852,12.6645,10.5129,2020-10-25 00:28:58.879725 +1000 +10 m=+13.740459283
13.332,12.2846,0.379477,13.0862,11.6011,15.0595,15.0595,2020-10-25 00:28:58.899725 +1000 +10 m=+13.760459283
13.352,12.2534,0.39194,12.8567,11.3829,11.8843,11.8843,2020-10-25 00:28:58.919725 +1000 +10 m=+13.780459283
13.372,12.1604,0.403862,12.6083,10.1157,11.8765,11.8765,2020-10-25 00:28:58.939725 +1000 +10 m=+13.800459283
13.392,12.0933,0.416271,12.4148,11.6701,12.666,10.4887,2020-10-25 00:28:58.959725 +1000 +10 m=+13.820459283
13.412,12.2615,0.434262,12.5722,11.7832,15.2213,15.2213,2020-10-25 00:28:58.979725 +1000 +10 m=+13.840459283
13.432,12.2411,0.443392,12.6593,11.2081,11.9235,11.9235,2020-10-25 00:28:58.999725 +1000 +10 m=+13.860459283
13.452,12.1275,0.450408,12.5849,13.0373,11.833,11.833,2020-10-25 00:28:59.019725 +1000 +10 m=+13.880459283
13.472,12.3115,0.468007,12.9426,11.7232,15.102,15.102,2020-10-25 00:28:59.039725 +1000 +10 m=+13.900459283
13.492,12.275,0.47478,12.9177,10.8156,11.7933,11.7933,2020-10-25 00:28:59.059725 +1000 +10 m=+13.920459283
13.512,12.149,0.479576,12.8383,10.5773,12.1853,12.1853,2020-10-25 00:28:59.079725 +1000 +10 m=+13.940459283
13.532,12.332,0.495106,13.0391,12.9598,14.4877,14.4877,2020-10-25 00:28:59.099725 +1000 +10 m=+13.960459283
13.552,12.3022,0.500413,12.9048,9.1307,11.8099,11.8099,2020-10-25 00:28:59.119725 +1000 +10 m=+13.980459283
13.572,12.1545,0.502162,12.6949,10.3131,12.1854,12.1854,2020-10-25 00:28:59.139725 +1000 +10 m=+14.000459283
13.592,12.0981,0.506123,12.6905,10.8216,12.7366,10.3895,2020-10-25 00:28:59.159725 +1000 +10 m=+14.020459283
13.612,12.279,0.514561,12.9621,10.6775,15.1852,15.1852,2020-10-25 00:28:59.179725 +1000 +10 m=+14.040459283
13.632,12.2293,0.513242,12.9227,11.3535,12.3002,12.3002,2020-10-25 00:28:59.199725 +1000 +10 m=+14.060459283
13.652,12.1459,0.512302,12.788,10.6459,12.125,12.125,2020-10-25 00:28:59.219725 +1000 +10 m=+14.080459283
13.672,12.3328,0.517947,12.9985,11.9438,14.3777,14.3777,2020-10-25 00:28:59.239725 +1000 +10 m=+14.100459283
13.692,12.2825,0.514512,12.9049,10.7115,11.5777,11.5777,2020-10-25 00:28:59.259725 +1000 +10 m=+14.120459283
13.712,12.1273,0.510379,12.6788,12.9725,12.159,12.159,2020-10-25 00:28:59.279725 +1000 +10 m=+14.140459283
13.732,12.3134,0.515271,13.0798,11.8916,15.2626,15.2626,2020-10-25 00:28:59.299725 +1000 +10 m=+14.160459283
13.752,12.2908,0.510381,13.1961,9.3011,12.1204,12.1204,2020-10-25 00:28:59.319725 +1000 +10 m=+14.180459283
13.772,12.1787,0.504349,12.9663,10.8716,11.4313,11.4313,2020-10-25 00:28:59.339725 +1000 +10 m=+14.200459283
13.792,12.0789,0.49944,12.7096,10.5214,12.3027,12.3027,2020-10-25 00:28:59.359725 +1000 +10 m=+14.220459283
13.812,12.2485,0.500562,11.9777,11.4179,15.2859,15.2859,2020-10-25 00:28:59.379725 +1000 +10 m=+14.240459283
13.832,12.2245,0.493733,12.2814,12.1167,12.0282,12.0282,2020-10-25 00:28:59.399725 +1000 +10 m=+14.260459283
13.852,12.1406,0.486365,12.4185,13.1459,11.1822,11.1822,2020-10-25 00:28:59.419725 +1000 +10 m=+14.280459283
13.872,12.2521,0.482536,13.0019,11.431,17.6715,17.6715,2020-10-25 00:28:59.439725 +1000 +10 m=+14.300459283
13.892,12.2984,0.474351,12.726,10.2067,12.4027,12.4027,2020-10-25 00:28:59.459725 +1000 +10 m=+14.320459283
13.912,12.1717,0.465394,12.8431,11.4469,11.949,11.949,2020-10-25 00:28:59.479725 +1000 +10 m=+14.340459283
13.932,12.1049,0.459947,12.6,10.8136,12.1152,12.1152,2020-10-25 00:28:59.499725 +1000 +10 m=+14.360459283
13.952,12.3282,0.457876,12.8907,10.9616,13.1698,13.1698,2020-10-25 00:28:59.519725 +1000 +10 m=+14.380459283
13.972,12.1991,0.446785,12.4172,13.638,12.1508,12.1508,2020-10-25 00:28:59.539725 +1000 +10 m=+14.400459283
13.992,12.1571,0.44074,12.6707,10.0664,11.7172,11.7172,2020-10-25 00:28:59.559725 +1000 +10 m=+14.420459283
14.012,12.0921,0.433104,12.3865,12.6418,11.8151,10.3821,2020-10-25 00:28:59.579725 +1000 +10 m=+14.440459283
14.032,12.2693,0.428017,12.5997,12.7216,14.2477,14.2477,2020-10-25 00:28:59.599725 +1000 +10 m=+14.460459283
14.052,12.2135,0.417398,12.5497,11.4364,12.7382,12.7382,2020-10-25 00:28:59.619725 +1000 +10 m=+14.480459283
14.072,12.1451,0.407674,12.2441,11.1673,11.9309,11.9309,2020-10-25 00:28:59.639725 +1000 +10 m=+14.500459283
14.092,12.296,0.399851,12.5815,10.9848,16.3896,16.3896,2020-10-25 00:28:59.659725 +1000 +10 m=+14.520459283
14.112,12.2557,0.389069,13.029,14.5976,12.1757,12.1757,2020-10-25 00:28:59.679725 +1000 +10 m=+14.540459283
14.132,12.1668,0.379059,12.8909,11.95,12.4438,12.4438,2020-10-25 00:28:59.699725 +1000 +10 m=+14.560459283
14.152,11.7047,0.366289,11.8322,11.2363,11.4909,11.4909,2020-10-25 00:28:59.719725 +1000 +10 m=+14.580459283
14.172,11.7959,0.363689,12.0716,11.108,15.8384,15.8384,2020-10-25 00:28:59.739725 +1000 +10 m=+14.600459283
14.192,11.9626,0.356865,12.4071,11.4039,13.1678,14.9284,2020-10-25 00:28:59.759725 +1000 +10 m=+14.620459283
14.212,12.1779,0.345259,12.6326,11.513,13.301,13.301,2020-10-25 00:28:59.779725 +1000 +10 m=+14.640459283
14.232,12.124,0.328486,12.5693,11.3268,11.7926,11.7926,2020-10-25 00:28:59.799725 +1000 +10 m=+14.660459283
14.252,12.2038,0.31657,12.667,11.921,18.2723,18.2723,2020-10-25 00:28:59.819725 +1000 +10 m=+14.680459283
14.272,12.274,0.30152,12.7591,11.543,11.937,11.937,2020-10-25 00:28:59.839725 +1000 +10 m=+14.700459283
14.292,12.1616,0.289504,12.474,10.1318,12.0867,12.0867,2020-10-25 00:28:59.859725 +1000 +10 m=+14.720459283
14.312,12.0754,0.281916,12.339,11.2105,12.2429,12.2429,2020-10-25 00:28:59.879725 +1000 +10 m=+14.740459283
14.332,12.2407,0.277928,12.6122,11.2079,15.5154,15.5154,2020-10-25 00:28:59.899725 +1000 +10 m=+14.760459283
14.352,12.248,0.269226,12.6668,9.86754,11.8758,11.8758,2020-10-25 00:28:59.919725 +1000 +10 m=+14.780459283
14.372,12.1281,0.261849,12.4803,11.5241,11.9068,11.9068,2020-10-25 00:28:59.939725 +1000 +10 m=+14.800459283
14.392,12.2468,0.256135,12.6261,11.789,17.397,17.397,2020-10-25 00:28:59.959725 +1000 +10 m=+14.820459283
14.412,12.2868,0.246712,12.6333,11.8874,12.0519,12.0519,2020-10-25 00:28:59.979725 +1000 +10 m=+14.840459283
14.432,12.1762,0.237031,12.4089,11.8823,11.9275,11.9275,2020-10-25 00:28:59.999725 +1000 +10 m=+14.860459283
14.452,12.1014,0.229249,12.2141,11.9914,12.0773,12.0773,2020-10-25 00:29:00.019725 +1000 +10 m=+14.880459283
14.472,12.2502,0.219763,12.6247,12.2007,16.3646,16.3646,2020-10-25 00:29:00.039725 +1000 +10 m=+14.900459283
14.492,12.5145,0.210138,13.0991,12.3917,19.124,19.124,2020-10-25 00:29:00.059725 +1000 +10 m=+14.920459283
14.512,12.8122,0.199658,13.3285,12.5927,15.5084,15.5084,2020-10-25 00:29:00.079725 +1000 +10 m=+14.940459283
14.532,13.1204,0.188623,13.4997,12.8369,18.4531,18.4531,2020-10-25 00:29:00.099725 +1000 +10 m=+14.960459283
14.552,13.3962,0.176253,13.7331,13.059,16.4546,16.4546,2020-10-25 00:29:00.119725 +1000 +10 m=+14.980459283
14.572,13.7115,0.16482,14.0277,13.3546,18.3737,18.3737,2020-10-25 00:29:00.139725 +1000 +10 m=+15.000459283
14.592,14.022,0.15375,14.329,13.6631,17.3985,17.3985,2020-10-25 00:29:00.159725 +1000 +10 m=+15.020459283
14.612,14.3228,0.143242,14.6175,13.9629,19.0346,19.0346,2020-10-25 00:29:00.179725 +1000 +10 m=+15.040459283
14.632,14.6216,0.133011,14.9116,14.2616,18.2045,18.2045,2020-10-25 00:29:00.199725 +1000 +10 m=+15.060459283
14.652,14.9143,0.123086,15.1973,14.5571,18.5215,18.6801,2020-10-25 00:29:00.219725 +1000 +10 m=+15.080459283
14.672,15.2005,0.11341,15.4782,14.8501,18.5633,18.7336,2020-10-25 00:29:00.239725 +1000 +10 m=+15.100459283
14.692,15.479,0.104005,15.7524,15.1393,18.9142,18.9142,2020-10-25 00:29:00.259725 +1000 +10 m=+15.120459283
14.712,15.7518,0.0950261,16.0143,15.4231,18.3349,18.51,2020-10-25 00:29:00.279725 +1000 +10 m=+15.140459283
